record_id,date,state,city,monitoring_station,pm2_5_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,co_mgm3,o3_ugm3,nh3_ugm3,aqi,aqi_category,dominant_pollutant,health_advisory,temperature_c,humidity_pct,wind_speed_kmph,monitoring_agency
125,2015-01-05,Uttar Pradesh,Kanpur,Nehru Nagar,96.4,183.5,73.0,18.4,1.46,27.1,41.2,227,Poor,PM10,Breathing discomfort on prolonged exposure,15.8,35.6,0.7,State Pollution Control Board
126,2015-01-05,Uttar Pradesh,Kanpur,Nehru Nagar,167.0,284.1,74.7,23.1,5.18,125.8,65.6,336,Very Poor,PM2.5,Respiratory illness on prolonged exposure,21.4,84.0,18.0,SAFAR
127,2015-01-05,West Bengal,Kolkata,Rabindra Bharati University,378.4,657.6,13.6,27.1,5.16,84.1,25.2,449,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",22.5,81.5,2.1,State Pollution Control Board
128,2015-01-06,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,53.6,108.5,45.2,18.4,1.65,91.3,56.9,89,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,23.0,17.0,3.5,State Pollution Control Board
129,2015-01-06,Andhra Pradesh,Visakhapatnam,GVM Corporation,87.3,149.7,25.5,20.6,0.2,97.3,20.9,191,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",15.7,48.7,7.3,State Pollution Control Board
130,2015-01-06,Bihar,Muzaffarpur,Muzaffarpur Collectorate,260.5,415.8,35.9,36.7,0.48,132.9,27.7,404,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",17.4,56.3,3.7,CPCB
131,2015-01-06,Bihar,Muzaffarpur,Muzaffarpur Collectorate,153.1,236.6,38.5,16.3,4.96,28.7,29.4,335,Very Poor,PM10,Respiratory illness on prolonged exposure,13.0,71.5,2.2,CPCB
132,2015-01-06,Bihar,Muzaffarpur,Muzaffarpur Collectorate,111.0,175.1,52.3,19.0,0.77,17.7,31.6,270,Poor,PM2.5,Breathing discomfort on prolonged exposure,23.1,47.4,4.4,State Pollution Control Board
133,2015-01-06,Chandigarh,Chandigarh,Sector 22,119.0,228.3,73.9,29.3,1.53,105.4,35.2,297,Poor,PM2.5,Breathing discomfort on prolonged exposure,22.8,55.4,8.2,State Pollution Control Board
134,2015-01-06,Chandigarh,Chandigarh,Sector 22,43.8,73.7,48.2,20.3,2.19,79.3,32.8,73,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,24.3,55.3,9.0,State Pollution Control Board
135,2015-01-06,Delhi,Delhi,Punjabi Bagh,81.4,144.0,186.5,28.5,2.12,25.6,6.4,194,Moderate,NO2,"Breathing discomfort to people with lung/heart disease, children, older adults",14.4,58.9,19.0,CPCB
136,2015-01-06,Himachal Pradesh,Shimla,Shimla US Club,65.2,98.8,34.1,17.4,0.69,57.9,24.4,122,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",15.3,59.8,13.1,State Pollution Control Board
137,2015-01-06,Jharkhand,Jamshedpur,Jamshedpur Sakchi,62.8,99.6,57.3,21.0,3.75,12.4,34.6,109,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",17.7,43.9,10.3,SAFAR
138,2015-01-06,Maharashtra,Pune,Pune Bhosari,44.0,90.0,10.7,46.7,3.79,67.1,3.6,73,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,18.6,46.9,12.5,State Pollution Control Board
139,2015-01-06,Rajasthan,Kota,Kota Vigyan Nagar,123.2,263.9,41.7,46.6,0.59,70.9,6.5,307,Very Poor,PM10,Respiratory illness on prolonged exposure,13.1,30.1,8.7,State Pollution Control Board
140,2015-01-06,Telangana,Hyderabad,Sanathnagar,213.1,391.7,23.2,13.9,1.56,46.9,83.3,372,Very Poor,PM2.5,Respiratory illness on prolonged exposure,14.1,25.1,4.3,CPCB
141,2015-01-06,Telangana,Hyderabad,Sanathnagar,113.0,184.8,35.8,6.3,1.17,38.5,21.7,277,Poor,PM2.5,Breathing discomfort on prolonged exposure,17.9,67.2,23.1,SAFAR
142,2015-01-06,Telangana,Hyderabad,Bollaram Industrial Area,57.0,97.1,70.3,19.5,0.59,44.8,53.1,95,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,15.5,75.4,6.1,State Pollution Control Board
143,2015-01-06,Uttar Pradesh,Agra,Sanjay Palace,102.3,178.1,122.5,14.0,2.43,30.6,24.0,252,Poor,PM10,Breathing discomfort on prolonged exposure,13.8,56.7,9.0,State Pollution Control Board
144,2015-01-06,Uttar Pradesh,Agra,Sanjay Palace,109.0,218.7,24.1,20.2,1.14,34.0,27.0,267,Poor,PM10,Breathing discomfort on prolonged exposure,25.1,59.7,8.2,CPCB
145,2015-01-06,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,249.6,489.0,34.3,20.8,1.24,31.1,57.8,414,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",22.8,49.1,9.8,State Pollution Control Board
146,2015-01-06,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,149.2,284.8,54.7,14.6,3.34,37.1,27.5,322,Very Poor,PM2.5,Respiratory illness on prolonged exposure,24.4,44.4,7.0,State Pollution Control Board
147,2015-01-06,West Bengal,Asansol,Asansol Court Area,80.4,142.4,39.3,33.2,0.85,55.1,21.6,168,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",16.9,69.1,7.9,State Pollution Control Board
148,2015-01-07,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,111.6,218.6,55.9,22.1,0.67,73.5,8.0,272,Poor,PM2.5,Breathing discomfort on prolonged exposure,16.7,53.5,3.7,State Pollution Control Board
149,2015-01-07,Chandigarh,Chandigarh,Sector 22,173.6,283.4,28.5,14.3,3.96,153.0,88.7,341,Very Poor,PM2.5,Respiratory illness on prolonged exposure,22.9,77.5,9.1,SAFAR
150,2015-01-07,Gujarat,Surat,Surat Ichchhanath,62.8,129.7,11.2,7.9,2.61,78.4,27.9,109,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",20.0,65.7,4.4,State Pollution Control Board
151,2015-01-07,Gujarat,Surat,Surat Ichchhanath,78.6,139.6,44.9,21.7,2.52,47.0,25.3,166,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",23.1,58.6,10.1,State Pollution Control Board
152,2015-01-07,Gujarat,Vadodara,Vadodara GIDC,26.1,43.0,29.2,19.4,0.81,69.5,46.3,46,Good,PM10,Minimal impact,13.3,64.8,6.8,State Pollution Control Board
153,2015-01-07,Gujarat,Vadodara,Vadodara GIDC,53.7,86.3,7.8,19.7,1.16,22.9,17.3,90,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,15.9,61.8,19.1,SAFAR
154,2015-01-07,Haryana,Gurugram,Gurugram Sector 51,166.3,353.1,45.1,17.2,4.0,53.7,18.3,336,Very Poor,PM2.5,Respiratory illness on prolonged exposure,25.8,59.7,9.1,SAFAR
155,2015-01-07,Jharkhand,Ranchi,Ranchi Circular Road,125.2,217.3,122.4,18.0,4.76,41.1,10.3,304,Very Poor,PM2.5,Respiratory illness on prolonged exposure,15.5,75.3,11.8,CPCB
156,2015-01-07,Karnataka,Bengaluru,Silk Board,55.7,109.5,18.0,31.4,2.07,51.3,2.5,96,Satisfactory,PM10,Minor breathing discomfort to sensitive people,17.3,79.2,1.3,State Pollution Control Board
157,2015-01-07,Karnataka,Mysuru,Mysuru Hebbal,62.6,110.3,50.4,5.8,2.0,47.4,7.2,109,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",25.2,69.3,14.0,CPCB
158,2015-01-07,Karnataka,Mysuru,Mysuru Hebbal,35.8,63.1,39.9,9.2,4.72,153.0,29.6,60,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,16.9,39.0,29.5,CPCB
159,2015-01-07,Madhya Pradesh,Bhopal,TT Nagar,121.7,220.5,31.5,16.2,4.26,69.8,9.1,301,Very Poor,PM2.5,Respiratory illness on prolonged exposure,18.9,65.1,17.1,State Pollution Control Board
160,2015-01-07,Madhya Pradesh,Indore,Chhoti Gwaltoli,82.3,126.0,46.0,15.4,1.8,98.7,4.2,174,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",20.3,52.8,7.4,CPCB
161,2015-01-07,Madhya Pradesh,Indore,Chhoti Gwaltoli,74.8,129.1,62.8,3.6,1.67,120.6,65.0,149,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",14.6,85.5,1.3,CPCB
162,2015-01-07,Odisha,Bhubaneswar,Bhubaneswar Capital Hospital,68.9,141.1,13.3,57.8,1.44,37.7,23.1,130,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",12.2,46.8,6.2,CPCB
163,2015-01-07,Odisha,Talcher,Talcher Coalfields,306.1,516.7,23.2,18.0,0.68,54.5,4.3,422,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",14.7,63.4,2.4,State Pollution Control Board
164,2015-01-07,Punjab,Ludhiana,Ludhiana Civil Hospital,112.7,214.4,99.8,12.3,2.55,87.5,15.0,289,Poor,PM10,Breathing discomfort on prolonged exposure,15.5,47.4,4.8,CPCB
165,2015-01-07,Punjab,Ludhiana,Ludhiana Civil Hospital,88.0,186.3,69.6,36.4,2.24,59.9,37.4,200,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",22.7,64.1,6.2,State Pollution Control Board
166,2015-01-07,Telangana,Hyderabad,Bollaram Industrial Area,100.0,189.4,49.5,14.3,0.43,71.1,24.4,233,Poor,PM2.5,Breathing discomfort on prolonged exposure,20.5,37.2,6.0,State Pollution Control Board
167,2015-01-07,Uttar Pradesh,Agra,Sanjay Palace,288.9,446.4,38.7,17.4,2.19,72.2,6.1,423,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",16.9,54.9,3.3,CPCB
168,2015-01-07,Uttar Pradesh,Lucknow,Lalbagh,154.2,333.6,79.4,39.1,3.68,54.8,40.1,326,Very Poor,PM2.5,Respiratory illness on prolonged exposure,18.4,19.6,8.3,SAFAR
169,2015-01-07,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,243.9,415.7,29.6,18.3,1.7,59.0,17.6,395,Very Poor,PM2.5,Respiratory illness on prolonged exposure,23.6,64.4,9.3,CPCB
170,2015-01-07,West Bengal,Asansol,Asansol Court Area,88.6,152.5,81.0,17.9,1.39,61.9,48.2,195,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",26.7,71.6,10.0,CPCB
171,2015-01-07,West Bengal,Asansol,Asansol Court Area,144.0,254.7,38.4,23.9,2.09,86.9,36.8,318,Very Poor,PM2.5,Respiratory illness on prolonged exposure,20.4,30.1,8.4,CPCB
172,2015-01-07,West Bengal,Asansol,Asansol Court Area,143.1,247.2,94.0,4.0,1.41,93.4,17.2,318,Very Poor,PM2.5,Respiratory illness on prolonged exposure,23.6,47.9,14.7,CPCB
173,2015-01-07,West Bengal,Howrah,Howrah Ghusuri,101.0,192.8,17.1,57.3,0.24,29.8,37.0,237,Poor,PM2.5,Breathing discomfort on prolonged exposure,15.8,72.0,1.7,State Pollution Control Board
174,2015-01-08,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,147.0,277.9,33.6,11.1,2.48,61.3,35.1,321,Very Poor,PM2.5,Respiratory illness on prolonged exposure,26.7,76.8,8.2,CPCB
175,2015-01-08,Bihar,Gaya,Gaya Collectorate,201.0,303.0,89.5,20.9,1.76,201.3,23.2,372,Very Poor,PM10,Respiratory illness on prolonged exposure,18.7,65.7,7.9,CPCB
176,2015-01-08,Bihar,Patna,Rajbansi Nagar,68.7,113.1,37.0,25.8,1.38,38.1,14.9,129,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",18.9,37.7,6.4,SAFAR
177,2015-01-08,Chandigarh,Chandigarh,Sector 22,92.2,153.3,26.1,21.6,2.46,112.2,7.7,208,Poor,PM10,Breathing discomfort on prolonged exposure,15.9,47.4,1.1,State Pollution Control Board
178,2015-01-08,Chandigarh,Chandigarh,Sector 22,102.8,162.2,35.0,18.2,5.13,130.3,20.1,243,Poor,PM2.5,Breathing discomfort on prolonged exposure,14.2,33.0,4.4,State Pollution Control Board
179,2015-01-08,Delhi,Delhi,Anand Vihar,337.9,522.9,14.0,28.3,1.1,83.6,54.4,434,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",15.9,74.5,3.3,CPCB
180,2015-01-08,Goa,Panaji,Panaji Bus Stand,12.5,22.1,20.3,13.6,2.83,21.8,30.1,25,Good,NO2,Minimal impact,13.6,57.6,11.2,CPCB
181,2015-01-08,Goa,Panaji,Panaji Bus Stand,127.4,241.9,15.5,21.4,1.02,67.9,34.3,306,Very Poor,PM2.5,Respiratory illness on prolonged exposure,15.7,61.3,8.8,CPCB
182,2015-01-08,Gujarat,Ahmedabad,Maninagar,120.1,185.9,88.7,10.7,3.71,73.2,8.5,300,Poor,PM2.5,Breathing discomfort on prolonged exposure,12.3,34.5,10.1,State Pollution Control Board
183,2015-01-08,Gujarat,Vadodara,Vadodara GIDC,108.0,163.6,35.4,18.6,1.44,19.7,10.7,260,Poor,PM2.5,Breathing discomfort on prolonged exposure,14.4,64.0,31.9,CPCB
184,2015-01-08,Jammu and Kashmir,Srinagar,Srinagar Rajbagh,25.2,54.9,24.6,6.6,0.26,52.2,21.8,42,Good,PM2.5,Minimal impact,21.4,28.7,4.6,State Pollution Control Board
185,2015-01-08,Karnataka,Bengaluru,Silk Board,70.9,117.8,51.4,36.5,0.52,10.5,12.8,136,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",14.3,50.7,7.2,SAFAR
186,2015-01-08,Kerala,Kochi,Kochi Vyttila,115.8,185.9,42.3,13.0,2.53,19.8,21.5,286,Poor,PM2.5,Breathing discomfort on prolonged exposure,14.4,31.7,18.8,State Pollution Control Board
187,2015-01-08,Kerala,Kochi,Kochi Vyttila,62.5,107.0,33.0,13.5,0.96,29.7,13.7,108,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",20.3,53.8,6.6,CPCB
188,2015-01-08,Kerala,Thiruvananthapuram,TVM Kariavattom,92.8,166.9,63.0,50.0,1.41,65.4,47.7,209,Poor,PM2.5,Breathing discomfort on prolonged exposure,18.9,51.9,3.4,CPCB
189,2015-01-08,Madhya Pradesh,Bhopal,TT Nagar,267.3,504.1,23.8,4.8,2.53,58.2,19.6,425,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",21.5,53.6,4.6,SAFAR
190,2015-01-08,Madhya Pradesh,Bhopal,TT Nagar,113.9,190.4,38.5,41.9,0.4,57.4,11.9,280,Poor,PM2.5,Breathing discomfort on prolonged exposure,12.1,65.1,2.0,State Pollution Control Board
191,2015-01-08,Maharashtra,Mumbai,Colaba,52.9,85.7,102.2,4.1,0.84,49.4,41.5,107,Moderate,NO2,"Breathing discomfort to people with lung/heart disease, children, older adults",21.2,63.0,11.3,State Pollution Control Board
192,2015-01-08,Maharashtra,Nagpur,Nagpur Civil Lines,228.5,466.7,19.0,13.7,1.56,32.2,48.4,383,Very Poor,PM2.5,Respiratory illness on prolonged exposure,19.4,34.6,16.9,SAFAR
193,2015-01-08,Maharashtra,Nagpur,Nagpur Civil Lines,52.1,101.2,99.5,27.6,1.83,83.0,36.4,123,Moderate,NO2,"Breathing discomfort to people with lung/heart disease, children, older adults",20.6,48.7,3.6,State Pollution Control Board
194,2015-01-08,Maharashtra,Nashik,Nashik Gangapur Road,81.1,144.7,40.1,25.8,0.83,64.3,35.3,170,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",24.0,57.0,0.2,SAFAR
195,2015-01-08,Odisha,Talcher,Talcher Coalfields,187.8,350.2,78.1,25.1,1.71,30.2,20.0,352,Very Poor,PM2.5,Respiratory illness on prolonged exposure,15.4,69.0,16.3,SAFAR
196,2015-01-08,Rajasthan,Jodhpur,Jodhpur Collectorate,109.7,206.1,56.9,8.6,1.52,25.9,11.1,266,Poor,PM2.5,Breathing discomfort on prolonged exposure,16.1,63.6,12.9,State Pollution Control Board
197,2015-01-08,Tamil Nadu,Madurai,Madurai Anna Bus Stand,39.6,84.9,23.5,7.0,2.22,77.7,29.9,66,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,12.4,90.7,1.5,SAFAR
198,2015-01-08,Tamil Nadu,Madurai,Madurai Anna Bus Stand,29.3,50.2,31.8,10.5,0.94,56.4,25.4,50,Good,PM10,Minimal impact,16.2,90.4,5.1,State Pollution Control Board
199,2015-01-08,Uttar Pradesh,Ghaziabad,Sanjay Nagar,333.4,656.4,87.5,72.9,0.85,46.3,39.4,445,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",22.1,48.8,6.3,CPCB
200,2015-01-08,Uttar Pradesh,Lucknow,Lalbagh,103.7,215.1,62.4,12.9,3.73,28.3,13.0,246,Poor,PM2.5,Breathing discomfort on prolonged exposure,15.3,75.3,12.2,CPCB
201,2015-01-08,Uttar Pradesh,Noida,Noida Sector 62,324.0,653.0,63.2,70.1,4.67,32.5,9.5,432,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",27.1,90.4,10.5,CPCB
202,2015-01-09,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,36.4,74.4,30.4,21.2,1.08,27.5,11.2,61,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,15.3,43.7,11.6,CPCB
203,2015-01-09,Andhra Pradesh,Visakhapatnam,GVM Corporation,218.8,350.6,25.2,17.6,1.19,180.8,21.8,376,Very Poor,PM2.5,Respiratory illness on prolonged exposure,18.8,67.2,4.0,CPCB
204,2015-01-09,Assam,Guwahati,Guwahati Railway Colony,180.9,271.4,19.9,17.7,1.64,77.9,11.9,356,Very Poor,PM10,Respiratory illness on prolonged exposure,20.9,35.1,15.0,CPCB
205,2015-01-09,Bihar,Gaya,Gaya Collectorate,189.8,339.3,20.5,17.7,4.13,89.1,1.3,354,Very Poor,PM2.5,Respiratory illness on prolonged exposure,13.8,16.4,9.4,State Pollution Control Board
206,2015-01-09,Bihar,Muzaffarpur,Muzaffarpur Collectorate,362.1,680.3,132.9,19.8,1.05,61.8,30.9,443,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",13.4,33.9,4.0,State Pollution Control Board
207,2015-01-09,Bihar,Muzaffarpur,Muzaffarpur Collectorate,389.4,805.9,39.1,8.4,5.93,9.0,13.6,457,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",15.4,59.2,6.8,CPCB
208,2015-01-09,Chandigarh,Chandigarh,Sector 22,91.3,183.7,55.6,19.3,2.18,107.7,10.0,210,Poor,PM10,Breathing discomfort on prolonged exposure,15.5,60.8,4.2,CPCB
209,2015-01-09,Delhi,Delhi,ITO,208.3,376.7,38.9,28.7,5.1,68.6,6.1,368,Very Poor,PM2.5,Respiratory illness on prolonged exposure,20.5,43.6,18.4,State Pollution Control Board
210,2015-01-09,Delhi,Delhi,Punjabi Bagh,66.3,105.9,66.0,29.8,1.53,36.1,13.5,121,Moderate,PM2.5,"Breathing discomfort to people with lung/heart disease, children, older adults",21.8,61.1,12.9,SAFAR
211,2015-01-09,Delhi,Delhi,Anand Vihar,161.9,267.7,83.4,32.0,8.74,33.3,11.8,332,Very Poor,PM2.5,Respiratory illness on prolonged exposure,19.5,41.8,8.0,State Pollution Control Board
212,2015-01-09,Delhi,Delhi,Punjabi Bagh,161.9,276.8,110.9,23.8,2.22,78.3,10.0,332,Very Poor,PM2.5,Respiratory illness on prolonged exposure,24.8,53.3,0.9,State Pollution Control Board
213,2015-01-09,Delhi,Delhi,Anand Vihar,306.4,467.9,62.4,40.6,1.91,36.1,48.3,422,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",18.2,45.9,9.6,SAFAR
214,2015-01-09,Gujarat,Surat,Surat Ichchhanath,126.3,223.9,89.6,6.9,6.0,32.0,33.0,314,Very Poor,PM10,Respiratory illness on prolonged exposure,22.8,58.9,13.4,State Pollution Control Board
215,2015-01-09,Himachal Pradesh,Shimla,Shimla US Club,112.3,199.6,13.4,8.3,1.3,80.5,14.7,283,Poor,PM10,Breathing discomfort on prolonged exposure,16.7,35.7,5.1,SAFAR
216,2015-01-09,Jammu and Kashmir,Srinagar,Srinagar Rajbagh,99.7,152.3,52.3,29.2,4.13,37.1,10.3,232,Poor,PM2.5,Breathing discomfort on prolonged exposure,16.5,39.0,13.8,State Pollution Control Board
217,2015-01-09,Jharkhand,Jamshedpur,Jamshedpur Sakchi,158.1,334.4,92.3,29.7,1.0,39.9,6.4,329,Very Poor,PM2.5,Respiratory illness on prolonged exposure,23.2,61.8,7.6,CPCB
218,2015-01-09,Karnataka,Bengaluru,BTM Layout,45.4,89.0,36.6,3.6,2.05,19.4,28.2,76,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,16.8,51.6,8.1,State Pollution Control Board
219,2015-01-09,Karnataka,Bengaluru,BTM Layout,112.9,182.5,32.8,38.4,0.27,62.1,21.8,276,Poor,PM2.5,Breathing discomfort on prolonged exposure,21.3,45.0,1.8,CPCB
220,2015-01-09,Kerala,Kochi,Kochi Vyttila,20.6,44.2,56.2,12.2,1.3,70.0,15.2,66,Satisfactory,NO2,Minor breathing discomfort to sensitive people,9.6,66.1,2.6,State Pollution Control Board
221,2015-01-09,Kerala,Thiruvananthapuram,TVM Kariavattom,68.0,128.3,12.7,21.1,2.41,142.0,59.1,132,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",26.4,51.1,22.9,State Pollution Control Board
222,2015-01-09,Maharashtra,Mumbai,Colaba,131.1,263.3,20.3,37.7,0.68,59.3,1.0,309,Very Poor,PM2.5,Respiratory illness on prolonged exposure,20.0,54.2,19.3,CPCB
223,2015-01-09,Maharashtra,Mumbai,Bandra Kurla Complex,37.8,76.4,33.8,17.4,1.91,64.0,49.8,63,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,22.1,76.7,10.3,CPCB
224,2015-01-09,Maharashtra,Mumbai,Colaba,93.6,149.5,29.7,18.7,0.82,101.3,36.3,212,Poor,PM2.5,Breathing discomfort on prolonged exposure,12.3,66.2,16.5,State Pollution Control Board
225,2015-01-09,Maharashtra,Mumbai,Bandra Kurla Complex,56.4,90.5,31.7,38.4,1.11,51.2,8.9,97,Satisfactory,PM10,Minor breathing discomfort to sensitive people,21.0,80.4,18.7,CPCB
226,2015-01-09,Punjab,Ludhiana,Ludhiana Civil Hospital,106.6,196.8,59.8,3.1,4.61,73.3,22.5,255,Poor,PM2.5,Breathing discomfort on prolonged exposure,9.6,46.2,1.6,CPCB
227,2015-01-09,Rajasthan,Kota,Kota Vigyan Nagar,106.9,212.9,19.1,29.1,1.64,45.0,70.9,256,Poor,PM2.5,Breathing discomfort on prolonged exposure,18.1,31.8,6.0,SAFAR
228,2015-01-09,Uttar Pradesh,Lucknow,Lalbagh,115.4,221.8,122.2,23.8,8.56,34.2,14.3,293,Poor,PM10,Breathing discomfort on prolonged exposure,13.2,44.1,15.4,State Pollution Control Board
229,2015-01-09,Uttar Pradesh,Meerut,Meerut Jaibheem Nagar,302.1,640.2,65.4,22.7,0.39,67.5,29.1,420,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",20.0,48.2,9.6,CPCB
230,2015-01-09,Uttarakhand,Dehradun,Dehradun ISBT,45.1,79.0,38.8,10.6,2.14,55.3,22.8,75,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,14.9,51.7,6.7,State Pollution Control Board
231,2015-01-10,Andhra Pradesh,Vijayawada,Vijayawada PWD Grounds,256.7,408.8,29.2,10.0,1.41,52.3,38.5,403,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",21.5,52.5,8.0,CPCB
232,2015-01-10,Andhra Pradesh,Visakhapatnam,GVM Corporation,50.2,90.3,45.8,14.9,1.21,187.2,31.1,84,Satisfactory,PM2.5,Minor breathing discomfort to sensitive people,12.0,50.9,1.0,CPCB
233,2015-01-10,Bihar,Gaya,Gaya Collectorate,359.7,781.7,123.2,37.9,0.68,134.8,53.4,442,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",19.1,28.4,3.6,State Pollution Control Board
234,2015-01-10,Bihar,Muzaffarpur,Muzaffarpur Collectorate,285.1,470.9,45.6,27.1,6.33,36.1,28.7,414,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",16.8,65.5,6.7,CPCB
235,2015-01-10,Bihar,Muzaffarpur,Muzaffarpur Collectorate,123.0,255.5,54.3,29.9,1.81,154.1,9.8,308,Very Poor,PM10,Respiratory illness on prolonged exposure,17.1,78.6,6.3,State Pollution Control Board
236,2015-01-10,Bihar,Muzaffarpur,Muzaffarpur Collectorate,47.6,76.0,139.2,20.9,2.74,16.9,7.0,164,Moderate,NO2,"Breathing discomfort to people with lung/heart disease, children, older adults",19.3,38.4,1.1,CPCB
237,2015-01-10,Delhi,Delhi,ITO,304.7,648.0,55.4,28.7,0.93,20.5,30.9,429,Severe,PM10,"Affects healthy people, serious impact on those with existing diseases",14.0,77.9,1.9,State Pollution Control Board
238,2015-01-10,Delhi,Delhi,Punjabi Bagh,362.0,598.3,72.0,76.1,3.1,64.7,86.2,443,Severe,PM2.5,"Affects healthy people, serious impact on those with existing diseases",21.9,49.3,0.9,CPCB
239,2015-01-10,Goa,Panaji,Panaji Bus Stand,12.6,24.1,30.7,7.5,1.18,45.7,6.8,32,Good,NO2,Minimal impact,21.5,43.2,4.3,CPCB
240,2015-01-10,Gujarat,Vadodara,Vadodara GIDC,75.3,148.9,52.9,22.4,0.69,23.5,13.5,158,Moderate,PM10,"Breathing discomfort to people with lung/heart disease, children, older adults",18.9,61.5,13.5,CPCB
