Observation_ID,Date,Year,Month,Glacier_Name,Himalayan_Basin_Range,State_or_UT,Elevation_m_asl,Ambient_Air_Temp_C,Ice_Surface_Temp_C,Solar_Irradiance_W_m2,Surface_Albedo,Debris_Cover_Thickness_cm,Daily_Liquefaction_Melt_cm_we,Annual_Terminus_Retreat_m_yr,Net_Annual_Mass_Balance_m_we_yr,Glacial_Lake_Volume_10k_m3,Proglacial_Discharge_m3_s,GLOF_Susceptibility_Class
HIM-GL-MELT-000127,2026-05-25,2026,May,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4657,9.2,0.0,735.5,0.42,8.3,7.42,27.7,-1.36,440.7,33.1,High Risk
HIM-GL-MELT-000128,2020-07-05,2020,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4717,3.8,-0.5,751.0,0.26,5.9,6.08,29.5,-1.13,439.3,27.0,High Risk
HIM-GL-MELT-000129,2022-08-17,2022,August,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4449,6.0,-0.2,783.5,0.31,13.2,2.87,27.1,-1.36,525.4,12.4,Moderate Risk
HIM-GL-MELT-000130,2022-06-17,2022,June,South Lhonak Glacier,North Sikkim Basin,Sikkim,5175,2.1,-0.7,477.8,0.4,7.3,3.3,37.1,-1.27,1440.2,22.8,High Risk
HIM-GL-MELT-000131,2022-07-30,2022,July,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,4974,6.1,0.0,455.9,0.37,7.2,6.03,20.3,-1.01,140.9,24.5,Moderate Risk
HIM-GL-MELT-000132,2019-05-02,2019,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4158,5.2,0.0,669.1,0.33,6.9,6.11,19.7,-0.84,132.6,24.1,Moderate Risk
HIM-GL-MELT-000133,2025-09-11,2025,September,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4263,4.8,0.0,595.5,0.35,4.6,6.7,28.8,-1.37,424.8,28.9,High Risk
HIM-GL-MELT-000134,2018-09-04,2018,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4730,4.6,0.0,676.6,0.26,17.2,1.28,22.5,-0.91,352.2,8.9,Low Risk / Monitored
HIM-GL-MELT-000135,2023-06-15,2023,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4635,1.6,-1.3,634.9,0.31,6.5,3.62,20.5,-1.17,453.0,17.2,Moderate Risk
HIM-GL-MELT-000136,2024-08-13,2024,August,Milam Glacier,Goriganga Basin,Uttarakhand,4283,4.0,0.0,655.1,0.27,8.0,4.5,25.4,-1.17,385.1,19.6,Moderate Risk
HIM-GL-MELT-000137,2020-06-08,2020,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4417,5.3,0.0,496.8,0.39,2.9,7.12,21.8,-1.19,100.9,29.1,Moderate Risk
HIM-GL-MELT-000138,2025-06-27,2025,June,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4068,9.0,0.0,617.3,0.44,4.4,9.18,28.8,-1.29,155.1,35.2,Moderate Risk
HIM-GL-MELT-000139,2025-07-17,2025,July,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4428,9.6,0.0,727.4,0.31,12.9,4.78,25.2,-1.23,485.1,23.1,High Risk
HIM-GL-MELT-000140,2022-06-02,2022,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4373,8.1,0.0,819.8,0.4,2.4,9.59,27.5,-1.5,365.0,39.8,High Risk
HIM-GL-MELT-000141,2022-07-01,2022,July,Changme Khangpu Glacier,Tista Basin,Sikkim,4952,4.1,-0.7,677.9,0.32,4.3,6.13,28.5,-1.04,388.0,24.8,High Risk
HIM-GL-MELT-000142,2020-05-11,2020,May,Parkachik Glacier,Zanskar Range,Ladakh,4435,5.3,-0.0,484.1,0.38,2.7,6.64,26.0,-1.07,100.0,26.6,Moderate Risk
HIM-GL-MELT-000143,2024-09-02,2024,September,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4344,9.3,0.0,703.5,0.29,7.4,8.93,29.1,-1.22,361.6,38.0,High Risk
HIM-GL-MELT-000144,2019-06-18,2019,June,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4406,7.2,0.0,801.6,0.35,5.7,8.13,18.8,-0.58,346.5,33.6,High Risk
HIM-GL-MELT-000145,2024-07-26,2024,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,5025,3.4,-0.3,662.9,0.34,1.6,5.33,27.4,-1.27,141.1,21.9,Moderate Risk
HIM-GL-MELT-000146,2025-07-17,2025,July,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4997,3.9,-0.0,692.6,0.36,2.2,6.33,25.1,-1.5,454.1,27.1,High Risk
HIM-GL-MELT-000147,2020-05-04,2020,May,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4419,3.8,0.0,465.5,0.42,7.1,4.03,36.0,-1.2,781.1,20.8,High Risk
HIM-GL-MELT-000148,2025-07-08,2025,July,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4379,9.2,0.0,634.2,0.22,12.5,4.91,34.9,-1.56,1002.4,28.1,High Risk
HIM-GL-MELT-000149,2018-08-19,2018,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5271,2.8,-0.3,661.6,0.43,1.6,4.37,24.5,-1.11,79.3,17.8,Moderate Risk
HIM-GL-MELT-000150,2026-10-07,2026,October,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4403,7.1,0.0,649.2,0.26,12.1,4.12,28.8,-1.16,155.1,16.8,Moderate Risk
HIM-GL-MELT-000151,2019-06-29,2019,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4828,6.6,0.0,607.6,0.3,8.4,6.33,26.9,-1.24,330.6,26.8,High Risk
HIM-GL-MELT-000152,2023-06-15,2023,June,Siachen Glacier,Karakoram,Ladakh,5280,0.6,-1.0,695.0,0.42,7.7,2.95,17.4,-0.59,22.5,11.9,Low Risk / Monitored
HIM-GL-MELT-000153,2020-05-12,2020,May,Siachen Glacier,Karakoram,Ladakh,5191,-1.5,-1.9,760.0,0.38,2.8,2.3,13.5,-0.92,25.2,10.5,Low Risk / Monitored
HIM-GL-MELT-000154,2025-08-16,2025,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5228,-0.4,-0.8,612.6,0.35,2.2,2.62,26.5,-1.29,126.5,12.1,Low Risk / Monitored
HIM-GL-MELT-000155,2023-08-20,2023,August,Satopanth Glacier,Alaknanda Basin,Uttarakhand,4560,7.5,0.0,820.5,0.42,2.3,8.62,19.2,-0.94,317.6,35.1,High Risk
HIM-GL-MELT-000156,2019-08-08,2019,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3976,10.0,0.0,787.3,0.33,9.5,8.2,14.8,-0.68,56.9,33.7,Moderate Risk
HIM-GL-MELT-000157,2023-09-23,2023,September,Drang-Drung Glacier,Zanskar Range,Ladakh,4787,1.1,-1.1,713.0,0.26,11.0,2.59,25.0,-0.9,122.1,12.1,Low Risk / Monitored
HIM-GL-MELT-000158,2022-08-21,2022,August,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4663,3.1,-0.2,656.7,0.38,3.7,5.21,27.6,-1.26,287.5,20.9,High Risk
HIM-GL-MELT-000159,2024-08-04,2024,August,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4977,3.5,-0.7,559.1,0.36,6.7,4.51,24.0,-1.02,329.1,20.1,High Risk
HIM-GL-MELT-000160,2025-06-20,2025,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4808,4.4,0.0,567.2,0.38,9.1,4.52,35.5,-1.43,725.6,23.9,High Risk
HIM-GL-MELT-000161,2022-08-26,2022,August,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3991,12.7,0.0,556.9,0.31,5.2,11.98,28.6,-1.28,122.2,44.3,Moderate Risk
HIM-GL-MELT-000162,2021-06-05,2021,June,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4325,9.6,0.0,727.8,0.38,3.9,11.21,25.6,-1.11,386.6,44.0,High Risk
HIM-GL-MELT-000163,2018-07-20,2018,July,Siachen Glacier,Karakoram,Ladakh,5039,2.1,0.0,664.9,0.25,12.7,2.8,11.5,-0.79,25.2,12.9,Low Risk / Monitored
HIM-GL-MELT-000164,2023-08-11,2023,August,Changme Khangpu Glacier,Tista Basin,Sikkim,4709,3.6,-0.8,565.0,0.38,4.4,4.84,27.4,-1.13,321.8,20.2,High Risk
HIM-GL-MELT-000165,2022-06-03,2022,June,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,4093,9.7,0.0,549.4,0.33,9.4,6.28,21.0,-1.1,365.1,27.7,High Risk
HIM-GL-MELT-000166,2021-09-17,2021,September,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4153,6.4,0.0,554.6,0.29,6.0,7.0,30.4,-1.53,887.6,32.8,High Risk
HIM-GL-MELT-000167,2020-09-09,2020,September,Milam Glacier,Goriganga Basin,Uttarakhand,4232,7.6,0.0,674.5,0.31,9.8,5.65,25.0,-1.12,482.4,26.0,High Risk
HIM-GL-MELT-000168,2022-06-17,2022,June,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3733,10.4,0.0,577.3,0.35,6.8,8.48,25.2,-0.81,150.2,31.5,Moderate Risk
HIM-GL-MELT-000169,2026-08-12,2026,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5069,2.4,-0.9,800.1,0.37,3.3,5.81,22.0,-1.32,153.3,23.5,Moderate Risk
HIM-GL-MELT-000170,2021-07-30,2021,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,5255,2.4,0.0,651.9,0.33,6.8,4.08,39.2,-1.53,1438.4,27.0,High Risk
HIM-GL-MELT-000171,2023-09-01,2023,September,South Lhonak Glacier,North Sikkim Basin,Sikkim,5333,-1.2,-1.0,793.3,0.25,19.2,0.23,33.8,-1.37,2090.8,19.1,High Risk
HIM-GL-MELT-000172,2024-06-08,2024,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5155,-2.0,-0.9,697.5,0.33,6.9,1.14,32.6,-1.18,165.7,5.8,Low Risk / Monitored
HIM-GL-MELT-000173,2024-09-17,2024,September,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4031,8.2,0.0,740.0,0.26,17.9,2.15,34.2,-1.37,993.0,16.3,High Risk
HIM-GL-MELT-000174,2021-05-26,2021,May,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4554,3.4,0.0,624.2,0.35,3.8,6.04,26.1,-1.12,393.1,28.0,High Risk
HIM-GL-MELT-000175,2023-09-19,2023,September,Parkachik Glacier,Zanskar Range,Ladakh,4296,6.0,0.0,815.6,0.34,6.0,7.42,22.2,-0.91,154.6,28.6,Moderate Risk
HIM-GL-MELT-000176,2025-08-04,2025,August,Drang-Drung Glacier,Zanskar Range,Ladakh,4879,4.5,0.0,752.8,0.34,5.1,6.27,22.4,-0.94,123.3,25.4,Moderate Risk
HIM-GL-MELT-000177,2018-09-16,2018,September,South Lhonak Glacier,North Sikkim Basin,Sikkim,4950,3.9,-0.2,757.8,0.31,12.7,3.18,36.1,-1.51,1292.8,22.9,High Risk
HIM-GL-MELT-000178,2022-10-13,2022,October,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4127,6.3,0.0,483.4,0.22,14.4,2.77,25.7,-1.16,322.9,12.9,Low Risk / Monitored
HIM-GL-MELT-000179,2020-07-18,2020,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,5297,2.0,0.0,541.9,0.34,6.7,3.09,31.3,-1.3,1302.5,22.2,High Risk
HIM-GL-MELT-000180,2022-06-26,2022,June,South Lhonak Glacier,North Sikkim Basin,Sikkim,4937,5.7,0.0,645.9,0.31,11.4,3.57,33.3,-1.25,1576.4,28.1,High Risk
HIM-GL-MELT-000181,2022-09-27,2022,September,South Lhonak Glacier,North Sikkim Basin,Sikkim,5046,0.2,-0.2,683.2,0.34,4.8,3.01,40.4,-1.29,1766.6,26.2,High Risk
HIM-GL-MELT-000182,2024-08-18,2024,August,Parkachik Glacier,Zanskar Range,Ladakh,4537,10.0,0.0,570.6,0.31,10.9,5.81,27.1,-1.53,108.5,22.7,Moderate Risk
HIM-GL-MELT-000183,2019-09-21,2019,September,Parkachik Glacier,Zanskar Range,Ladakh,4463,2.4,-0.4,614.9,0.36,5.9,3.83,22.1,-0.94,80.4,14.2,Moderate Risk
HIM-GL-MELT-000184,2023-07-15,2023,July,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4481,5.7,0.0,448.9,0.28,12.1,2.8,26.9,-1.33,479.8,12.6,Low Risk / Monitored
HIM-GL-MELT-000185,2023-05-29,2023,May,Siachen Glacier,Karakoram,Ladakh,5401,-2.0,-1.7,666.6,0.33,5.0,0.98,21.4,-1.01,26.1,5.7,Low Risk / Monitored
HIM-GL-MELT-000186,2022-09-07,2022,September,Siachen Glacier,Karakoram,Ladakh,5326,0.8,-0.3,769.1,0.3,7.2,3.6,15.0,-1.08,37.0,13.2,Low Risk / Monitored
HIM-GL-MELT-000187,2024-05-01,2024,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4977,0.2,-1.0,659.9,0.46,2.1,2.82,23.7,-1.23,338.9,13.0,Moderate Risk
HIM-GL-MELT-000188,2022-05-03,2022,May,Parkachik Glacier,Zanskar Range,Ladakh,4484,2.0,0.0,777.4,0.29,11.6,3.2,25.1,-1.2,70.2,13.4,Moderate Risk
HIM-GL-MELT-000189,2026-07-11,2026,July,Gorichen Glacier,Kameng Basin,Arunachal Pradesh,4977,2.5,-0.1,704.0,0.36,4.2,4.94,31.9,-1.19,149.1,19.7,Moderate Risk
HIM-GL-MELT-000190,2022-05-11,2022,May,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4261,6.8,0.0,554.7,0.34,5.9,7.11,28.6,-1.29,818.9,32.5,High Risk
HIM-GL-MELT-000191,2023-10-07,2023,October,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,5129,1.9,-0.4,605.1,0.29,17.7,0.63,18.8,-0.92,356.7,5.1,Low Risk / Monitored
HIM-GL-MELT-000192,2025-05-04,2025,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3811,8.6,0.0,721.2,0.45,1.6,8.73,24.1,-1.31,141.1,32.5,Moderate Risk
HIM-GL-MELT-000193,2021-09-14,2021,September,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4445,5.7,0.0,626.4,0.37,3.0,7.87,23.6,-1.06,176.1,31.1,Moderate Risk
HIM-GL-MELT-000194,2018-07-27,2018,July,South Lhonak Glacier,North Sikkim Basin,Sikkim,5009,4.9,0.0,608.7,0.38,2.2,6.54,35.9,-1.33,986.1,31.7,High Risk
HIM-GL-MELT-000195,2024-08-20,2024,August,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4718,2.0,0.0,602.9,0.32,13.5,1.82,19.0,-1.33,332.5,9.0,Low Risk / Monitored
HIM-GL-MELT-000196,2022-05-16,2022,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4361,5.6,0.0,666.9,0.37,7.2,6.15,29.8,-1.11,374.7,25.2,High Risk
HIM-GL-MELT-000197,2025-07-25,2025,July,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5378,-0.7,-0.3,563.3,0.2,21.0,0.15,23.4,-1.15,151.8,0.5,Low Risk / Monitored
HIM-GL-MELT-000198,2026-05-10,2026,May,Parkachik Glacier,Zanskar Range,Ladakh,4335,2.4,0.0,638.4,0.34,9.8,2.66,24.3,-1.28,167.5,11.6,Low Risk / Monitored
HIM-GL-MELT-000199,2022-10-11,2022,October,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4992,-0.9,-0.8,675.3,0.32,1.1,2.25,18.2,-1.04,364.6,13.2,Low Risk / Monitored
HIM-GL-MELT-000200,2022-05-24,2022,May,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4399,3.6,-0.6,693.7,0.42,2.9,5.82,21.0,-0.92,99.6,22.4,Moderate Risk
HIM-GL-MELT-000201,2022-07-03,2022,July,Zemu Glacier,Kanchenjunga Massif,Sikkim,4607,7.8,0.0,534.6,0.31,5.7,7.87,35.1,-1.04,419.1,33.2,High Risk
HIM-GL-MELT-000202,2021-06-25,2021,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4334,4.3,0.0,707.0,0.41,7.4,5.02,22.3,-0.93,333.4,20.9,High Risk
HIM-GL-MELT-000203,2024-07-27,2024,July,Siachen Glacier,Karakoram,Ladakh,5241,1.9,0.0,516.4,0.34,3.7,3.89,13.6,-0.97,26.1,13.1,Low Risk / Monitored
HIM-GL-MELT-000204,2024-05-21,2024,May,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3751,10.5,0.0,593.4,0.39,1.8,10.1,21.5,-1.4,132.2,39.3,Moderate Risk
HIM-GL-MELT-000205,2022-06-19,2022,June,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4866,2.9,-0.8,554.8,0.24,14.7,1.8,16.2,-1.08,400.6,8.8,Low Risk / Monitored
HIM-GL-MELT-000206,2018-06-16,2018,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4476,4.9,0.0,661.5,0.34,3.2,7.08,26.8,-1.12,333.6,28.7,High Risk
HIM-GL-MELT-000207,2021-05-23,2021,May,Drang-Drung Glacier,Zanskar Range,Ladakh,4923,-1.5,-1.7,591.1,0.34,5.5,1.13,19.7,-1.08,135.7,5.7,Low Risk / Monitored
HIM-GL-MELT-000208,2021-07-22,2021,July,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5626,0.5,-0.7,436.8,0.34,3.4,2.3,25.0,-1.2,157.1,8.1,Low Risk / Monitored
HIM-GL-MELT-000209,2025-05-19,2025,May,Machoi Glacier,Great Himalaya,Jammu & Kashmir,4221,7.9,0.0,525.3,0.29,12.3,3.99,22.9,-1.02,167.4,15.1,Moderate Risk
HIM-GL-MELT-000210,2019-10-09,2019,October,Changme Khangpu Glacier,Tista Basin,Sikkim,4669,1.4,-0.9,651.3,0.32,6.2,3.09,29.2,-1.26,446.8,15.6,Moderate Risk
HIM-GL-MELT-000211,2024-05-28,2024,May,Drang-Drung Glacier,Zanskar Range,Ladakh,5064,2.6,-0.7,738.5,0.38,4.0,5.29,19.4,-1.15,149.4,21.2,Moderate Risk
HIM-GL-MELT-000212,2024-06-29,2024,June,Changme Khangpu Glacier,Tista Basin,Sikkim,4800,6.9,0.0,559.9,0.27,7.7,6.62,28.3,-1.3,336.1,30.1,High Risk
HIM-GL-MELT-000213,2024-07-23,2024,July,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5240,3.8,0.0,725.4,0.29,8.8,4.51,28.0,-0.96,161.1,17.9,Moderate Risk
HIM-GL-MELT-000214,2022-06-04,2022,June,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4482,4.2,0.0,702.1,0.32,18.1,2.08,25.2,-1.16,267.0,9.6,Low Risk / Monitored
HIM-GL-MELT-000215,2024-05-04,2024,May,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5038,-1.6,-1.1,685.5,0.41,2.7,1.86,26.4,-1.43,160.8,7.1,Low Risk / Monitored
HIM-GL-MELT-000216,2023-07-15,2023,July,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,4016,8.3,0.0,754.2,0.33,3.8,10.18,25.3,-0.9,84.9,38.1,Moderate Risk
HIM-GL-MELT-000217,2024-05-06,2024,May,Siachen Glacier,Karakoram,Ladakh,5105,-2.0,-2.2,614.9,0.42,3.7,0.88,11.6,-0.94,21.3,4.3,Low Risk / Monitored
HIM-GL-MELT-000218,2022-09-07,2022,September,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4198,6.9,0.0,760.8,0.32,13.2,3.97,25.8,-0.94,727.2,20.3,High Risk
HIM-GL-MELT-000219,2022-09-15,2022,September,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4473,7.1,0.0,575.9,0.32,5.7,7.91,22.8,-1.02,418.4,34.8,High Risk
HIM-GL-MELT-000220,2023-08-10,2023,August,Rathong Glacier,West Sikkim,Sikkim,4899,4.3,-0.4,672.8,0.37,9.4,3.82,29.8,-1.5,436.0,19.3,Moderate Risk
HIM-GL-MELT-000221,2019-06-13,2019,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4478,3.1,-0.0,707.7,0.31,12.7,2.73,28.6,-0.91,722.8,17.4,High Risk
HIM-GL-MELT-000222,2022-07-09,2022,July,Siachen Glacier,Karakoram,Ladakh,5441,-1.3,-1.2,698.8,0.3,5.8,2.02,12.9,-0.88,36.5,7.8,Low Risk / Monitored
HIM-GL-MELT-000223,2026-07-30,2026,July,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4160,7.0,0.0,715.3,0.15,23.8,2.37,23.7,-1.14,115.8,12.4,Low Risk / Monitored
HIM-GL-MELT-000224,2018-10-10,2018,October,Rathong Glacier,West Sikkim,Sikkim,4698,1.0,-0.2,669.2,0.23,5.2,4.03,28.4,-1.22,266.0,17.4,Moderate Risk
HIM-GL-MELT-000225,2021-07-01,2021,July,Gangotri Glacier,Bhagirathi Basin / Garhwal,Uttarakhand,3909,10.9,0.0,752.7,0.32,1.1,10.28,22.8,-1.36,396.2,41.3,High Risk
HIM-GL-MELT-000226,2021-05-20,2021,May,Drang-Drung Glacier,Zanskar Range,Ladakh,4897,1.7,-0.6,626.5,0.24,3.7,4.35,15.2,-0.87,138.6,18.0,Moderate Risk
HIM-GL-MELT-000227,2023-10-10,2023,October,Bara Shigri Glacier,Chandra-Bhaga Basin,Himachal Pradesh,4794,2.6,-0.8,648.1,0.28,9.7,2.8,31.7,-1.37,615.4,15.1,Low Risk / Monitored
HIM-GL-MELT-000228,2019-10-12,2019,October,Zemu Glacier,Kanchenjunga Massif,Sikkim,4515,3.8,-0.1,809.0,0.34,2.6,6.72,29.2,-0.97,288.5,27.5,High Risk
HIM-GL-MELT-000229,2023-07-11,2023,July,Zemu Glacier,Kanchenjunga Massif,Sikkim,4922,5.3,0.0,831.0,0.27,4.4,7.84,39.6,-1.65,559.3,32.6,High Risk
HIM-GL-MELT-000230,2019-08-28,2019,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5384,1.3,-0.3,674.4,0.23,11.4,2.53,20.8,-0.91,125.9,9.5,Low Risk / Monitored
HIM-GL-MELT-000231,2019-08-03,2019,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,5171,2.2,-1.0,594.5,0.37,3.7,4.29,34.1,-1.12,1357.4,27.8,High Risk
HIM-GL-MELT-000232,2024-09-03,2024,September,Parkachik Glacier,Zanskar Range,Ladakh,4346,7.0,0.0,639.0,0.37,6.3,6.54,32.4,-1.45,185.4,28.0,Moderate Risk
HIM-GL-MELT-000233,2021-08-21,2021,August,Siachen Glacier,Karakoram,Ladakh,5470,-0.0,-1.1,652.1,0.27,8.0,2.53,14.2,-0.92,36.2,11.0,Low Risk / Monitored
HIM-GL-MELT-000234,2026-08-15,2026,August,Zemu Glacier,Kanchenjunga Massif,Sikkim,4557,6.1,0.0,815.3,0.27,13.1,3.71,34.5,-1.32,617.6,20.9,Moderate Risk
HIM-GL-MELT-000235,2018-07-19,2018,July,Chorabari Glacier,Mandakini Basin (Kedarnath),Uttarakhand,4307,9.3,0.0,728.4,0.35,4.4,9.69,26.1,-1.02,670.0,42.6,Very High (Critical Alert)
HIM-GL-MELT-000236,2022-05-28,2022,May,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,3958,7.1,-0.0,682.1,0.3,12.8,3.2,28.5,-0.97,317.4,13.6,Moderate Risk
HIM-GL-MELT-000237,2019-10-07,2019,October,Kolhai Glacier,Great Himalaya,Jammu & Kashmir,4279,7.5,0.0,606.4,0.28,6.5,7.38,20.3,-1.06,343.2,31.0,High Risk
HIM-GL-MELT-000238,2021-09-16,2021,September,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3643,11.4,0.0,747.6,0.31,4.9,11.51,27.8,-1.32,138.6,44.6,Moderate Risk
HIM-GL-MELT-000239,2026-09-28,2026,September,Beas Kund Glacier,Pir Panjal,Himachal Pradesh,3716,11.2,0.0,831.3,0.3,4.0,13.17,25.5,-1.31,144.1,49.6,Moderate Risk
HIM-GL-MELT-000240,2025-05-30,2025,May,Drang-Drung Glacier,Zanskar Range,Ladakh,4529,6.9,0.0,426.6,0.35,9.3,5.09,22.0,-1.34,200.5,18.8,Moderate Risk
HIM-GL-MELT-000241,2018-05-09,2018,May,Changme Khangpu Glacier,Tista Basin,Sikkim,4895,1.7,-0.1,562.5,0.29,2.2,3.91,26.3,-1.08,326.5,16.3,Moderate Risk
HIM-GL-MELT-000242,2023-06-28,2023,June,Zemu Glacier,Kanchenjunga Massif,Sikkim,4404,5.8,0.0,644.4,0.38,2.3,7.54,30.1,-1.51,449.4,32.6,High Risk
HIM-GL-MELT-000243,2023-10-03,2023,October,Zemu Glacier,Kanchenjunga Massif,Sikkim,4559,4.7,0.0,615.5,0.25,9.0,4.99,32.2,-1.26,421.9,24.0,High Risk
HIM-GL-MELT-000244,2020-07-17,2020,July,Drang-Drung Glacier,Zanskar Range,Ladakh,4518,9.4,0.0,613.3,0.26,13.9,3.29,13.7,-0.68,146.4,13.4,Moderate Risk
HIM-GL-MELT-000245,2019-08-11,2019,August,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5347,3.1,-1.0,728.5,0.28,7.3,4.96,24.5,-0.93,75.1,18.8,Moderate Risk
HIM-GL-MELT-000246,2025-08-22,2025,August,Siachen Glacier,Karakoram,Ladakh,4958,5.2,0.0,548.6,0.38,5.6,6.01,18.3,-1.06,22.8,22.3,Low Risk / Monitored
HIM-GL-MELT-000247,2026-10-08,2026,October,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5433,-2.0,-1.7,613.5,0.39,2.1,0.9,28.4,-1.21,116.9,5.0,Low Risk / Monitored
HIM-GL-MELT-000248,2026-06-16,2026,June,Dokriani Glacier,Bhagirathi Basin,Uttarakhand,4316,7.1,0.0,550.2,0.28,21.5,1.09,28.4,-1.5,108.1,6.2,Low Risk / Monitored
HIM-GL-MELT-000249,2024-08-05,2024,August,South Lhonak Glacier,North Sikkim Basin,Sikkim,4916,3.2,0.0,653.6,0.18,21.3,0.98,34.4,-1.23,1697.9,18.0,High Risk
HIM-GL-MELT-000250,2024-09-26,2024,September,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4475,5.2,0.0,849.9,0.3,12.1,4.56,33.3,-1.26,569.6,23.7,High Risk
HIM-GL-MELT-000251,2021-10-04,2021,October,Machoi Glacier,Great Himalaya,Jammu & Kashmir,3969,6.7,0.0,637.7,0.36,8.9,5.22,28.2,-1.13,185.7,22.4,Moderate Risk
HIM-GL-MELT-000252,2020-10-08,2020,October,Chhota Shigri Glacier,Pir Panjal / Chandra Basin,Himachal Pradesh,4611,3.7,0.0,590.6,0.28,2.9,6.99,19.0,-0.96,482.9,29.9,High Risk
HIM-GL-MELT-000253,2018-06-11,2018,June,Gepang Gath Glacier,Lahaul & Spiti,Himachal Pradesh,4483,7.6,0.0,575.9,0.34,4.8,8.18,26.0,-0.75,553.1,37.2,High Risk
HIM-GL-MELT-000254,2024-06-15,2024,June,Kangto Glacier,Eastern Himalaya,Arunachal Pradesh,5239,3.0,-0.2,555.4,0.32,10.8,2.96,32.1,-1.79,130.0,10.8,Moderate Risk
