record_id,date,time_utc_ist,region,state,latitude,longitude,magnitude,magnitude_type,depth_km,seismic_zone,mmi_intensity,felt_report,casualties_reported,buildings_damaged,economic_loss_inr_lakh,tsunami_warning,reporting_agency
160,2010-01-10,03:31:02,Arunachal Himalaya,Arunachal Pradesh,29.4097,94.1064,2.6,ML,33.4,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
161,2010-01-10,03:31:16,Koyna-Warna Region,Maharashtra,17.0959,72.9311,2.3,ML,15.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
162,2010-01-10,04:04:26,Kutch Region,Gujarat,21.9997,69.7925,2.3,mb,8.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
163,2010-01-10,07:09:38,Punjab Plains,Punjab,30.1247,75.8636,2.6,ML,11.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
164,2010-01-10,09:32:15,Chamba-Kangra Belt,Himachal Pradesh,32.9636,76.8235,3.0,ML,25.6,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
165,2010-01-10,11:07:50,Andaman Islands,Andaman and Nicobar Islands,12.1221,92.4138,2.3,Mw,157.8,V,1,Not felt,0,0,0.0,No,USGS
166,2010-01-10,14:23:10,Guwahati-Kopili Belt,Assam,26.0269,92.2275,2.5,ML,17.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
167,2010-01-10,15:04:48,Andhra Coastal Belt,Andhra Pradesh,16.5852,80.122,2.2,Mw,4.8,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
168,2010-01-10,15:56:06,Nagaland Hills,Nagaland,25.1546,95.6775,2.8,ML,46.0,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
169,2010-01-10,16:29:18,Punjab Plains,Punjab,31.2721,76.62,2.1,Mw,45.5,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
170,2010-01-10,18:27:21,Nicobar Islands,Andaman and Nicobar Islands,7.6905,93.6414,2.1,mb,45.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
171,2010-01-10,18:48:50,Rajasthan Aravalli Belt,Rajasthan,26.2129,75.0307,2.8,Mw,2.0,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
172,2010-01-10,18:52:54,Kumaon Himalaya,Uttarakhand,29.3926,80.854,2.2,mb,16.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
173,2010-01-10,19:58:19,Kumaon Himalaya,Uttarakhand,29.264,80.636,2.1,mb,6.7,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
174,2010-01-11,02:07:03,Guwahati-Kopili Belt,Assam,26.8359,92.8499,2.5,Mw,4.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
175,2010-01-11,02:30:12,Nagaland Hills,Nagaland,26.6086,94.0874,2.5,ML,24.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
176,2010-01-11,02:36:58,Upper Assam,Assam,28.0284,95.0052,2.0,ML,22.9,V,2,Not felt,0,0,0.0,No,National Center for Seismology
177,2010-01-11,03:37:13,Chamba-Kangra Belt,Himachal Pradesh,31.9818,75.5847,2.3,ML,35.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
178,2010-01-11,05:05:15,Nicobar Islands,Andaman and Nicobar Islands,7.6317,93.2497,2.2,ML,38.4,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
179,2010-01-11,05:16:34,Manipur-Indo-Myanmar Ranges,Manipur,24.9573,94.7709,2.2,ML,44.9,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
180,2010-01-11,07:21:42,Koyna-Warna Region,Maharashtra,16.7376,74.234,2.7,Mw,7.2,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
181,2010-01-11,08:07:06,Darjeeling Himalaya,West Bengal,26.6336,88.2465,2.5,Mw,29.2,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
182,2010-01-11,08:55:56,Rajasthan Aravalli Belt,Rajasthan,25.6758,73.8946,2.2,ML,4.6,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
183,2010-01-11,09:09:04,Darjeeling Himalaya,West Bengal,27.0338,87.9367,2.5,Mw,28.1,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
184,2010-01-11,09:20:09,Mizoram Hills,Mizoram,23.3186,91.3853,2.1,ML,18.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
185,2010-01-11,09:34:28,Garhwal Himalaya,Uttarakhand,30.2219,79.2261,2.7,mb,6.1,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
186,2010-01-11,09:38:55,Chhattisgarh Craton,Chhattisgarh,21.9837,82.279,2.0,Mw,13.9,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
187,2010-01-11,10:54:36,Rajasthan Aravalli Belt,Rajasthan,24.5072,74.3917,2.5,Mw,5.8,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
188,2010-01-11,14:21:14,Punjab Plains,Punjab,30.8299,76.2541,2.3,Mw,29.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
189,2010-01-11,16:46:36,Uttar Pradesh Gangetic Plain,Uttar Pradesh,26.8534,79.5487,2.3,ML,13.0,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
190,2010-01-11,17:39:02,Bihar-Nepal Border,Bihar,25.9466,86.1115,2.3,Mw,27.1,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
191,2010-01-11,17:39:22,Andaman Islands,Andaman and Nicobar Islands,11.5433,94.0763,6.0,ML,32.5,V,9,"Heavy damage, buildings shifted off foundation",15,744,1802.1,No,IMD
192,2010-01-11,17:40:20,Andhra Coastal Belt,Andhra Pradesh,16.2954,81.8711,2.2,mb,14.3,II,2,Not felt,0,0,0.0,No,National Center for Seismology
193,2010-01-11,22:41:47,Bihar-Nepal Border,Bihar,24.5956,85.6436,2.1,ML,4.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
194,2010-01-11,22:43:04,Arunachal Himalaya,Arunachal Pradesh,27.6059,94.9131,2.2,Mw,17.9,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
195,2010-01-11,22:44:45,Kumaon Himalaya,Uttarakhand,31.1122,80.1178,2.2,mb,9.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
196,2010-01-11,23:29:28,Nicobar Islands,Andaman and Nicobar Islands,8.4517,94.0538,2.1,Mw,81.6,V,2,Not felt,0,0,0.0,No,USGS
197,2010-01-12,00:22:42,Garhwal Himalaya,Uttarakhand,30.0767,78.0258,2.0,Mw,12.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
198,2010-01-12,00:41:43,Kashmir Himalaya,Jammu and Kashmir,33.8582,74.1912,3.4,ML,5.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
199,2010-01-12,00:44:20,Upper Assam,Assam,27.7367,95.2417,2.2,Mw,8.6,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
200,2010-01-12,01:14:18,Manipur-Indo-Myanmar Ranges,Manipur,24.8215,93.7493,2.7,mb,137.1,V,2,Not felt,0,0,0.0,No,National Center for Seismology
201,2010-01-12,02:45:00,Punjab Plains,Punjab,30.8459,76.7384,2.1,Mw,16.2,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
202,2010-01-12,06:09:35,Nicobar Islands,Andaman and Nicobar Islands,7.7863,94.2852,2.8,ML,92.3,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
203,2010-01-12,06:09:51,Upper Assam,Assam,26.4126,95.3291,2.3,Mw,9.2,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
204,2010-01-12,06:14:01,Arunachal Himalaya,Arunachal Pradesh,29.1509,94.6912,2.8,mb,40.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
205,2010-01-12,09:39:47,Arunachal Himalaya,Arunachal Pradesh,28.2906,94.3931,2.0,Mw,16.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
206,2010-01-12,10:02:35,Upper Assam,Assam,26.3798,95.6247,2.0,Mw,25.6,V,2,Not felt,0,0,0.0,No,National Center for Seismology
207,2010-01-12,10:21:04,Andaman Islands,Andaman and Nicobar Islands,12.0412,93.5595,3.2,Mw,47.1,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
208,2010-01-12,11:18:02,Kumaon Himalaya,Uttarakhand,30.8205,79.4527,2.2,ML,5.9,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
209,2010-01-12,13:49:55,Guwahati-Kopili Belt,Assam,26.1025,92.1685,2.5,mb,43.6,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
210,2010-01-12,16:59:41,Bellary Region,Karnataka,15.785,76.2232,2.3,mb,4.2,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
211,2010-01-12,17:40:42,Latur-Osmanabad Region,Maharashtra,18.776,76.6181,2.7,ML,6.8,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
212,2010-01-12,18:10:56,Darjeeling Himalaya,West Bengal,27.5582,88.1467,2.0,Mw,9.3,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
213,2010-01-12,18:34:47,Shillong Plateau,Meghalaya,26.0656,91.31,2.6,Mw,26.8,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
214,2010-01-12,20:40:01,Arunachal Himalaya,Arunachal Pradesh,28.4888,95.2827,3.1,Mw,5.5,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
215,2010-01-12,21:36:25,Kumaon Himalaya,Uttarakhand,30.3829,81.2904,3.1,Mw,9.1,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
216,2010-01-12,21:58:44,Nicobar Islands,Andaman and Nicobar Islands,8.4984,93.582,2.4,ML,10.9,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
217,2010-01-12,23:02:27,Kutch Region,Gujarat,23.7335,70.0938,2.6,Mw,24.7,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
218,2010-01-12,23:28:08,Guwahati-Kopili Belt,Assam,26.4472,91.071,2.1,ML,26.0,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
219,2010-01-13,00:52:23,Nicobar Islands,Andaman and Nicobar Islands,8.5004,93.9168,2.8,Mw,38.9,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
220,2010-01-13,01:22:15,Guwahati-Kopili Belt,Assam,26.1094,91.8492,2.1,ML,60.9,V,2,Not felt,0,0,0.0,No,IMD
221,2010-01-13,03:12:07,Bhadrachalam-Godavari Graben,Telangana,18.2765,80.1951,2.4,Mw,4.0,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
222,2010-01-13,04:03:44,Shillong Plateau,Meghalaya,26.4606,91.427,2.5,Mw,12.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
223,2010-01-13,04:49:16,Sikkim Himalaya,Sikkim,26.9393,88.9374,2.8,ML,22.2,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
224,2010-01-13,04:52:19,Tripura Fold Belt,Tripura,24.3062,91.4915,2.2,ML,13.5,V,2,Not felt,0,0,0.0,No,USGS
225,2010-01-13,07:44:12,Garhwal Himalaya,Uttarakhand,30.5585,78.8256,2.1,Mw,18.0,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
226,2010-01-13,11:03:35,Shillong Plateau,Meghalaya,25.1038,91.2611,2.0,ML,34.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
227,2010-01-13,12:35:15,Punjab Plains,Punjab,30.9745,76.1985,2.4,ML,11.6,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
228,2010-01-13,12:55:41,Kashmir Himalaya,Jammu and Kashmir,33.2639,74.4353,2.0,ML,13.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
229,2010-01-13,16:25:36,Kashmir Himalaya,Jammu and Kashmir,34.3069,74.8751,3.0,ML,41.3,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
230,2010-01-13,18:50:09,Latur-Osmanabad Region,Maharashtra,17.3869,76.7517,2.1,ML,2.4,III,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
231,2010-01-13,19:01:10,Garhwal Himalaya,Uttarakhand,30.6305,78.6363,4.0,ML,30.5,IV,6,Slight damage to buildings,0,0,0.0,No,National Center for Seismology
232,2010-01-13,19:10:00,Kutch Region,Gujarat,23.4286,70.2787,3.0,Mw,36.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
233,2010-01-13,20:18:58,Odisha Craton,Odisha,20.4528,85.4244,2.7,Mw,6.5,II,3,"Felt by few, no damage",0,0,0.0,No,IMD
234,2010-01-13,21:09:47,Nicobar Islands,Andaman and Nicobar Islands,9.0084,94.0999,2.1,Mw,73.5,V,1,Not felt,0,0,0.0,No,IMD
235,2010-01-13,21:11:29,Shillong Plateau,Meghalaya,25.1203,91.6695,2.1,Mw,15.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
236,2010-01-13,21:37:08,Nagaland Hills,Nagaland,26.9014,94.3338,2.0,Mw,29.5,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
237,2010-01-13,21:45:54,Nagaland Hills,Nagaland,26.4196,94.0977,2.5,Mw,21.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
238,2010-01-13,23:14:50,Nicobar Islands,Andaman and Nicobar Islands,8.1866,93.5491,3.5,mb,61.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
239,2010-01-14,01:54:03,Garhwal Himalaya,Uttarakhand,30.4865,79.0517,2.5,Mw,9.6,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
240,2010-01-14,02:29:52,Kashmir Himalaya,Jammu and Kashmir,33.7499,76.6258,2.5,ML,2.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
241,2010-01-14,02:33:58,Upper Assam,Assam,27.1797,94.527,2.1,Mw,48.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
242,2010-01-14,04:05:36,Garhwal Himalaya,Uttarakhand,30.5823,79.1395,2.2,Mw,22.3,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
243,2010-01-14,05:19:25,Guwahati-Kopili Belt,Assam,27.14,92.4066,2.6,mb,23.9,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
244,2010-01-14,05:33:20,Upper Assam,Assam,26.3999,96.0821,2.1,Mw,2.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
245,2010-01-14,07:28:44,Andaman Islands,Andaman and Nicobar Islands,13.331,93.3095,2.4,ML,105.2,V,1,Not felt,0,0,0.0,No,National Center for Seismology
246,2010-01-14,11:11:31,Chamba-Kangra Belt,Himachal Pradesh,32.4065,75.7596,2.4,ML,30.3,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
247,2010-01-14,15:00:33,Punjab Plains,Punjab,31.067,74.433,3.5,ML,18.9,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
248,2010-01-14,16:12:13,Arunachal Himalaya,Arunachal Pradesh,27.8102,94.6836,2.3,ML,12.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
249,2010-01-14,17:34:21,Rajasthan Aravalli Belt,Rajasthan,25.619,73.5616,2.3,Mw,10.2,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
250,2010-01-14,17:41:57,Garhwal Himalaya,Uttarakhand,30.6555,78.0179,2.2,Mw,5.7,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
251,2010-01-14,17:42:35,Koyna-Warna Region,Maharashtra,16.6434,73.5216,3.6,Mw,10.0,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
252,2010-01-14,18:00:21,Tripura Fold Belt,Tripura,23.8352,91.5104,2.5,ML,10.2,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
253,2010-01-14,22:04:50,Saurashtra,Gujarat,22.1131,71.6336,2.4,mb,10.2,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
254,2010-01-14,22:27:36,Garhwal Himalaya,Uttarakhand,30.4758,79.0235,2.9,Mw,8.2,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
255,2010-01-14,23:25:17,Mizoram Hills,Mizoram,23.095,92.4718,2.1,ML,16.8,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
256,2010-01-15,00:24:44,Bihar-Nepal Border,Bihar,26.3413,86.3094,3.0,Mw,5.8,V,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
257,2010-01-15,00:48:49,Guwahati-Kopili Belt,Assam,25.5273,92.566,2.6,ML,20.2,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
258,2010-01-15,01:01:51,Rajasthan Aravalli Belt,Rajasthan,24.8885,74.1897,2.6,ML,7.5,II,3,"Felt by few, no damage",0,0,0.0,No,IMD
259,2010-01-15,02:51:52,Delhi-NCR (Sohna Fault),Delhi,28.1411,77.2037,2.1,Mw,21.5,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
260,2010-01-15,07:00:19,Garhwal Himalaya,Uttarakhand,30.2713,78.5019,2.1,Mw,30.5,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
261,2010-01-15,08:24:04,Tripura Fold Belt,Tripura,24.2409,91.8908,2.0,Mw,4.8,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
262,2010-01-15,11:49:45,Upper Assam,Assam,27.3563,96.148,2.1,mb,21.2,V,2,Not felt,0,0,0.0,No,National Center for Seismology
263,2010-01-15,12:29:12,Kerala Coastal Belt,Kerala,10.0563,77.1409,2.2,Mw,24.6,III,3,"Felt by few, no damage",0,0,0.0,No,USGS
264,2010-01-15,15:06:00,Chamba-Kangra Belt,Himachal Pradesh,33.2852,76.9495,2.7,ML,12.5,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
265,2010-01-15,17:32:33,Guwahati-Kopili Belt,Assam,27.5131,91.4037,2.5,Mw,41.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
266,2010-01-15,17:42:08,Bihar-Nepal Border,Bihar,25.791,86.7142,2.2,ML,5.8,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
267,2010-01-15,18:41:09,Nicobar Islands,Andaman and Nicobar Islands,9.1225,93.8335,3.2,Mw,42.1,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
268,2010-01-15,19:34:01,Arunachal Himalaya,Arunachal Pradesh,27.9417,95.3439,2.1,mb,6.8,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
269,2010-01-15,19:47:14,Punjab Plains,Punjab,30.8621,75.5818,2.3,ML,9.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
270,2010-01-16,01:28:20,Kutch Region,Gujarat,23.4638,70.0268,2.6,Mw,10.3,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
271,2010-01-16,01:43:43,Shillong Plateau,Meghalaya,26.4436,92.5671,2.4,Mw,2.7,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
272,2010-01-16,01:49:52,Uttar Pradesh Gangetic Plain,Uttar Pradesh,27.2701,81.2229,2.7,ML,2.0,III,3,"Felt by few, no damage",0,0,0.0,No,IMD
273,2010-01-16,02:18:03,Mizoram Hills,Mizoram,23.191,92.2947,2.2,Mw,39.2,V,2,Not felt,0,0,0.0,No,National Center for Seismology
274,2010-01-16,02:32:41,Chhattisgarh Craton,Chhattisgarh,21.1345,81.812,2.4,mb,4.2,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
275,2010-01-16,04:28:02,Koyna-Warna Region,Maharashtra,16.3829,72.6784,2.3,ML,30.6,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
276,2010-01-16,05:08:26,Nagaland Hills,Nagaland,26.1243,95.0848,2.1,Mw,6.4,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
277,2010-01-16,07:59:04,Chamba-Kangra Belt,Himachal Pradesh,31.8257,75.8008,2.6,ML,5.8,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
278,2010-01-16,08:03:02,Upper Assam,Assam,27.519,94.6873,2.2,Mw,24.4,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
279,2010-01-16,10:14:37,Kumaon Himalaya,Uttarakhand,29.1494,79.7389,2.6,Mw,14.4,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
280,2010-01-16,11:44:18,Kutch Region,Gujarat,22.8758,69.3059,2.1,ML,3.7,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
281,2010-01-16,12:23:24,Kashmir Himalaya,Jammu and Kashmir,34.2996,74.9375,2.7,ML,14.0,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
282,2010-01-16,15:11:08,Upper Assam,Assam,27.1963,95.3507,2.2,mb,13.1,V,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
283,2010-01-16,15:12:51,Garhwal Himalaya,Uttarakhand,29.7009,78.9,2.1,Mw,10.9,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
284,2010-01-16,16:53:12,Kashmir Himalaya,Jammu and Kashmir,34.5034,75.277,2.4,Mw,13.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
285,2010-01-16,17:55:25,Sikkim Himalaya,Sikkim,27.674,87.1009,2.2,Mw,11.5,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
286,2010-01-16,17:58:29,Nicobar Islands,Andaman and Nicobar Islands,8.32,92.7537,2.4,ML,28.8,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
287,2010-01-16,18:56:59,Manipur-Indo-Myanmar Ranges,Manipur,24.7798,93.5691,2.2,Mw,45.5,V,2,Not felt,0,0,0.0,No,IMD
288,2010-01-16,19:25:55,Manipur-Indo-Myanmar Ranges,Manipur,24.8571,94.3944,2.5,Mw,63.9,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
289,2010-01-16,19:38:18,Guwahati-Kopili Belt,Assam,25.3379,91.9131,2.8,Mw,7.6,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
290,2010-01-16,22:18:01,Chamba-Kangra Belt,Himachal Pradesh,31.7951,76.6336,2.2,Mw,17.4,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
291,2010-01-16,22:23:44,Kumaon Himalaya,Uttarakhand,30.5722,80.9873,2.3,Mw,34.4,IV,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
292,2010-01-16,23:41:13,Guwahati-Kopili Belt,Assam,26.5925,91.4079,2.2,ML,17.9,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
293,2010-01-17,02:12:14,Tripura Fold Belt,Tripura,24.0854,91.2393,2.7,Mw,35.6,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
294,2010-01-17,02:33:02,Kutch Region,Gujarat,24.0658,69.7534,2.6,ML,7.4,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
295,2010-01-17,02:41:03,Manipur-Indo-Myanmar Ranges,Manipur,24.157,94.0198,2.2,Mw,43.5,V,2,Not felt,0,0,0.0,No,National Center for Seismology
296,2010-01-17,03:02:31,Bihar-Nepal Border,Bihar,26.7742,85.6585,2.8,ML,12.0,V,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
297,2010-01-17,04:36:00,Sikkim Himalaya,Sikkim,27.0031,89.1852,2.5,mb,3.6,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
298,2010-01-17,04:49:47,Delhi-NCR (Sohna Fault),Delhi,29.1059,78.0133,2.8,mb,18.7,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,IMD
299,2010-01-17,05:13:46,Garhwal Himalaya,Uttarakhand,30.2104,79.8312,2.6,Mw,11.4,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
300,2010-01-17,05:56:50,Manipur-Indo-Myanmar Ranges,Manipur,24.1848,93.8227,2.2,Mw,53.3,V,2,Not felt,0,0,0.0,No,IMD
301,2010-01-17,07:31:14,Kumaon Himalaya,Uttarakhand,31.1528,79.8264,2.8,ML,5.4,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
302,2010-01-17,07:41:49,Garhwal Himalaya,Uttarakhand,31.3998,79.8051,2.1,Mw,3.7,IV,2,Not felt,0,0,0.0,No,National Center for Seismology
303,2010-01-17,10:18:27,Kumaon Himalaya,Uttarakhand,29.3679,79.8793,3.3,Mw,21.2,IV,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
304,2010-01-17,10:45:30,Upper Assam,Assam,27.0624,95.6105,2.2,ML,18.1,V,2,Not felt,0,0,0.0,No,National Center for Seismology
305,2010-01-17,11:04:56,Nicobar Islands,Andaman and Nicobar Islands,8.4229,93.7219,2.2,Mw,39.8,V,2,Not felt,0,0,0.0,No,IMD
306,2010-01-17,11:19:27,Garhwal Himalaya,Uttarakhand,30.6168,79.7922,2.3,Mw,19.0,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
307,2010-01-17,11:53:21,Garhwal Himalaya,Uttarakhand,31.1304,79.408,2.1,Mw,6.5,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
308,2010-01-17,12:20:30,Jharkhand Craton,Jharkhand,24.5656,85.7886,2.4,ML,16.7,II,4,"Felt indoors, dishes rattle",0,0,0.0,No,USGS
309,2010-01-17,12:49:33,Arunachal Himalaya,Arunachal Pradesh,28.5823,94.8371,2.3,Mw,13.0,V,3,"Felt by few, no damage",0,0,0.0,No,IMD
310,2010-01-17,14:21:37,Kumaon Himalaya,Uttarakhand,29.7874,80.0346,2.3,ML,58.6,IV,3,"Felt by few, no damage",0,0,0.0,No,IMD
311,2010-01-17,14:49:56,Andaman Islands,Andaman and Nicobar Islands,12.5644,93.1434,2.1,mb,15.0,V,3,"Felt by few, no damage",0,0,0.0,No,USGS
312,2010-01-17,15:39:31,Andhra Coastal Belt,Andhra Pradesh,16.6851,81.8412,2.0,mb,2.0,II,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
313,2010-01-17,19:02:07,Uttar Pradesh Gangetic Plain,Uttar Pradesh,27.0309,79.4531,2.8,ML,15.7,III,4,"Felt indoors, dishes rattle",0,0,0.0,No,National Center for Seismology
314,2010-01-17,23:46:22,Kashmir Himalaya,Jammu and Kashmir,34.1895,74.5375,2.6,ML,3.8,V,5,"Felt by most, minor damage possible",0,0,0.0,No,IMD
315,2010-01-17,23:57:45,Garhwal Himalaya,Uttarakhand,29.6597,78.4098,3.2,mb,15.5,IV,5,"Felt by most, minor damage possible",0,0,0.0,No,National Center for Seismology
316,2010-01-18,02:57:17,Latur-Osmanabad Region,Maharashtra,18.6874,76.2788,2.0,ML,6.0,III,3,"Felt by few, no damage",0,0,0.0,No,USGS
317,2010-01-18,04:56:53,Garhwal Himalaya,Uttarakhand,30.5566,79.9209,2.6,Mw,48.8,IV,3,"Felt by few, no damage",0,0,0.0,No,USGS
318,2010-01-18,05:02:12,Latur-Osmanabad Region,Maharashtra,18.4046,76.7921,2.4,ML,11.4,III,3,"Felt by few, no damage",0,0,0.0,No,National Center for Seismology
